Name;Party;Municipality;Education;Year of birth;Language;Language skills;Gender;My municipality should set a maximum size for elementary school teaching groups.;It is justifiable to close down small schools to cut costs.;In my municipality, pupils should have the opportunity to study Swedish in Finnish-speaking schools before the sixth grade in elementary schools.;My municipality should financially support the home care of children under the age of 3.;My municipality should attract residents with a baby allowance.;Schools and kindergartens should serve less meat.;Schools should maintain Christian traditions.;If the municipality's income and expenses must be balanced, it should be done by cutting expenses rather than raising taxes.;Capital gains should not be subject to municipal taxation.;The municipality should primarily buy services from companies that it owns.;Municipalities should help to finance regional flights.;Remote support in looking for jobs is sufficient for unemployed people in small towns.;If necessary, the municipality should expropriate private land in order to obtain land for construction.;My municipality should avoid clear-cutting in the forest areas it owns.;The municipality should prioritise construction over preserving the local nature.;My municipality should attract more industrial jobs, even if it harms the environment.;My municipality must strive to achieve carbon neutrality before Finland's national target year of 2035.;Even sparsely populated areas of my municipality should have access to public transport to reach services.;Immigrants strengthen the vitality of my municipality.;My municipality must refuse to accept quota refugees.;My municipality should finance events that encourage interaction between different cultures.;My municipality should reduce spending on immigrant integration services.;Municipalities should compensate for the state cuts in theatre funding.;Libraries should be self-service so that my municipality can save on staff salary costs.;My municipality should show support for gender and sexual minorities by flying a Pride flag.
Ari Hakkarainen;Suomen Keskusta;Sotkamo;ammattitutkinto;1958;suomi;suomi;male;2;1;1;2;2;0;2;1;1;2;2;1;1;1;2;2;1;1;2;2;1;0;2;2;1
Juha-Matti Halonen;Vasemmistoliitto;Sotkamo;ylioppilas;1984;suomi;suomi, englanti;male;3;1;3;1;2;3;1;0;0;2;1;1;2;3;1;0;3;2;2;0;3;0;2;1;3
Jouni Heikkinen;Perussuomalaiset;Sotkamo;ammattitutkinto;1954;suomi;;male;2;2;1;2;2;0;3;3;0;3;1;2;0;2;0;1;0;2;2;2;2;2;1;2;0
Pentti Huttunen;Suomen Keskusta;Sotkamo;ylempi korkeakoulututkinto;1952;suomi;suomi, ruotsi, englanti, saksa;male;3;1;1;2;2;1;2;1;2;1;0;0;3;0;1;2;1;0;3;1;2;0;0;2;0
Teemu Huuhtanen;Kansallinen Kokoomus;Sotkamo;ylioppilas;1988;suomi;suomi, ruotsi, englanti, saksa, ranska, venäjä, espanja;male;2;2;1;2;3;2;2;1;3;3;1;3;1;2;3;1;3;0;2;0;2;0;1;3;2
Janne Hyvönen;Suomen Keskusta;Sotkamo;alempi korkeakoulututkinto;1992;suomi;suomi, englanti;male;2;1;1;2;2;0;2;2;2;1;0;1;0;0;1;1;0;1;2;2;1;1;0;2;0
Mika Hyvönen;Kansallinen Kokoomus;Sotkamo;alempi korkeakoulututkinto;1977;suomi;suomi, ruotsi, englanti, saksa;male;1;2;1;1;0;1;1;3;2;1;1;2;2;3;1;1;1;1;3;2;2;1;1;1;1
Kari Härkönen;Perussuomalaiset;Sotkamo;ammattitutkinto;1966;suomi;suomi, englanti;male;2;1;0;2;2;0;2;2;1;2;2;2;1;2;1;2;3;1;2;3;2;1;1;1;0
Juha Juntunen;Suomen Kristillisdemokraatit (KD);Sotkamo;ammattitutkinto;1995;suomi;suomi, englanti;male;2;2;2;2;2;1;2;2;2;1;2;1;2;1;1;2;1;3;2;2;1;2;1;2;1
Antti Kela;Suomen Kristillisdemokraatit (KD);Sotkamo;alempi korkeakoulututkinto;1964;suomi;suomi, englanti, saksa, venäjä;male;1;1;1;2;1;1;2;2;2;1;1;1;2;1;2;2;1;1;2;2;1;1;1;2;1
Sami Kilpeläinen;Suomen Kristillisdemokraatit (KD);Sotkamo;ylempi korkeakoulututkinto;1977;suomi;suomi, ruotsi, englanti, saksa;male;1;1;1;3;3;0;3;3;3;2;0;0;0;0;1;1;0;2;2;3;1;1;0;2;0
Jani Komulainen;Suomen Keskusta;Sotkamo;ylempi korkeakoulututkinto;1978;suomi;suomi, englanti;male;2;1;0;2;2;0;1;2;3;2;1;0;1;1;0;1;0;2;2;2;1;1;1;2;0
Jouko Korhonen;Vasemmistoliitto;Sotkamo;joku muu;1960;suomi;suomi;male;3;2;2;2;2;1;2;2;0;3;1;0;2;2;1;1;1;2;2;1;2;0;1;2;2
Timo Korhonen;Suomen Keskusta;Sotkamo;ammattitutkinto;1969;suomi;suomi;male;3;2;2;2;2;0;2;2;2;2;2;1;2;1;2;2;0;2;0;3;2;1;1;1;1
Jami Kähkönen;Suomen Kristillisdemokraatit (KD);Sotkamo;alempi korkeakoulututkinto;1990;suomi;suomi, ruotsi, englanti;male;3;2;0;3;3;0;3;3;0;2;2;0;0;1;1;1;0;3;0;3;0;3;1;0;0
Juha Leinonen;Kansallinen Kokoomus;Sotkamo;alempi korkeakoulututkinto;1958;suomi;suomi, ruotsi, englanti;male;2;1;2;2;1;1;2;2;1;0;2;1;2;2;1;2;0;2;2;1;3;1;1;1;0
Jouko Lipponen;Perussuomalaiset;Sotkamo;ammattitutkinto;1985;suomi;suomi, englanti;male;0;3;0;2;2;0;2;3;3;2;2;3;2;0;1;3;0;2;0;3;2;2;0;3;0
Kalervo Liuski;Kansallinen Kokoomus;Sotkamo;peruskoulu;1952;suomi;suomi;male;3;0;1;3;2;0;3;2;3;3;2;1;0;1;2;2;0;3;2;2;2;2;0;1;1
Juho Lukkari;Suomen Keskusta;Sotkamo;ammattitutkinto;1982;suomi;suomi, englanti;male;3;2;1;3;3;0;2;2;1;1;0;1;2;1;1;2;2;2;3;2;2;0;2;2;1
Jouko Malinen;Suomen Keskusta;Sotkamo;ammattitutkinto;1960;suomi;suomi;male;2;2;1;0;2;1;3;2;2;1;0;0;0;2;1;2;1;2;1;1;2;2;1;1;0
Sami Mähönen;Kansallinen Kokoomus;Sotkamo;ylioppilas;1978;suomi;suomi, englanti;male;2;1;1;1;2;1;2;3;2;0;1;1;2;3;1;2;1;2;2;2;2;1;1;1;1
Vesa Mäkipää;Kansallinen Kokoomus;Sotkamo;alempi korkeakoulututkinto;1965;suomi;suomi, ruotsi, englanti, saksa;male;1;2;0;1;2;1;2;2;2;0;0;1;2;0;1;2;0;2;2;2;2;1;0;2;1
Jouni Niskanen;Perussuomalaiset;Sotkamo;ammattitutkinto;1955;suomi;suomi, ruotsi, englanti;male;2;1;1;1;1;0;3;2;1;3;1;1;1;2;2;2;0;0;1;3;1;3;0;3;0
Erno Paavola;Suomen Keskusta;Sotkamo;ammattitutkinto;1984;suomi;suomi, englanti;male;3;2;1;2;3;0;2;2;2;1;1;3;2;0;2;2;0;0;2;3;0;1;0;1;1
Janne Rantanen;Kansallinen Kokoomus;Sotkamo;ammattitutkinto;1981;suomi;suomi, ruotsi, englanti;male;2;1;3;1;1;1;1;2;3;1;2;2;2;1;2;2;1;1;2;1;2;1;2;3;2
Jarno Schadewitz;Suomen Sosialidemokraattinen Puolue;Sotkamo;ammattitutkinto;1973;suomi;suomi, englanti;male;3;1;2;2;3;1;2;1;3;0;2;3;0;1;0;0;0;3;2;1;3;1;0;1;1
Sakari Seppänen;Suomen Keskusta;Sotkamo;ylempi korkeakoulututkinto;1961;suomi;englanti;male;2;0;0;0;2;0;2;3;1;1;0;1;0;2;2;3;2;3;3;1;2;1;0;3;0
Karri Takko;Suomen Kristillisdemokraatit (KD);Sotkamo;ylempi korkeakoulututkinto;1982;suomi;suomi, ruotsi, englanti, venäjä;male;0;1;0;0;0;0;2;3;2;1;2;2;2;2;1;2;0;1;0;3;0;3;2;1;0
Pentti Vihanto;Kansallinen Kokoomus;Sotkamo;ylempi korkeakoulututkinto;1971;suomi;suomi, ruotsi, englanti, ranska;male;3;2;0;2;3;0;3;3;3;3;2;2;2;0;2;3;0;1;3;0;3;0;2;3;3
Jouko Viholainen;Vasemmistoliitto;Sotkamo;ammattitutkinto;1956;suomi;suomi;male;3;1;2;2;2;1;1;1;0;2;0;1;2;3;1;1;1;3;2;1;3;0;0;1;2
Unto Väisänen;Kansallinen Kokoomus;Sotkamo;ylempi korkeakoulututkinto;1959;suomi;suomi, ruotsi, englanti;male;3;2;1;3;2;1;2;2;3;1;1;3;1;2;1;1;2;2;3;1;2;1;2;2;2
Elina Falck;Kansallinen Kokoomus;Suomussalmi;ylempi korkeakoulututkinto;1963;suomi;ruotsi, englanti;female;1;1;1;2;3;1;2;2;2;3;1;1;0;2;1;2;1;2;3;0;3;1;0;0;3
Erja Helttunen;Suomen Keskusta;Suomussalmi;ylempi korkeakoulututkinto;1961;suomi;suomi, ruotsi, englanti;female;2;3;2;2;2;1;3;2;3;3;3;0;0;0;1;2;3;3;3;0;3;0;1;0;2
Anne Holappa;Suomen Sosialidemokraattinen Puolue;Suomussalmi;ammattitutkinto;1979;suomi;;female;3;0;1;2;2;1;2;2;2;2;1;3;0;1;1;1;1;3;2;1;1;1;2;1;1
Mari Kela;Vasemmistoliitto;Suomussalmi;alempi korkeakoulututkinto;1981;suomi;suomi, englanti;female;2;1;2;2;0;0;1;2;2;3;1;1;0;3;0;0;1;2;1;1;1;2;1;1;1
Tuovi Kemppainen;Suomen Keskusta;Suomussalmi;alempi korkeakoulututkinto;1969;suomi;suomi;female;3;2;1;2;2;1;2;2;0;2;1;0;0;1;1;1;2;2;2;0;2;1;1;0;2
Jonna Kinnunen;Vasemmistoliitto;Suomussalmi;ammattitutkinto;1983;suomi;suomi, englanti;female;3;1;3;2;3;1;3;1;0;2;0;0;3;2;0;0;3;3;3;0;2;0;3;0;3
Merja Kyllönen;Vasemmistoliitto;Suomussalmi;ylempi korkeakoulututkinto;1977;suomi;suomi, englanti;female;2;2;1;2;2;2;1;1;1;2;1;1;1;2;1;2;2;2;2;1;2;1;1;0;3
Leena Manner;Vasemmistoliitto;Suomussalmi;ylempi korkeakoulututkinto;1953;suomi;suomi, ruotsi, englanti, saksa, espanja;female;3;2;1;1;1;2;1;1;1;3;1;0;1;3;0;1;3;2;3;0;2;0;2;2;2
Kirsi Manninen;Suomen Keskusta;Suomussalmi;ammattitutkinto;1973;suomi;suomi;female;2;2;1;2;2;1;3;2;1;2;2;0;1;0;2;2;1;2;2;1;2;1;1;1;2
Miia Moilanen;Kansallinen Kokoomus;Suomussalmi;ylempi korkeakoulututkinto;1980;suomi;ruotsi, englanti;female;3;2;1;1;1;2;2;3;2;1;0;1;2;3;1;0;2;2;3;0;3;0;2;2;3
Saara Strum;Vasemmistoliitto;Suomussalmi;alempi korkeakoulututkinto;2002;suomi;suomi, ruotsi, englanti, venäjä;female;0;2;1;1;2;1;0;1;1;2;1;0;0;3;0;0;3;2;3;0;2;0;2;1;2
Jukka Pekka Alanko;Kansallinen Kokoomus;Suomussalmi;alempi korkeakoulututkinto;1957;suomi;suomi, englanti;male;1;1;2;1;1;1;2;3;1;1;0;1;1;2;2;1;3;1;2;0;2;1;1;1;1
Jonne Heikkinen;Kansallinen Kokoomus;Suomussalmi;ammattitutkinto;1982;suomi;suomi, englanti;male;2;2;0;2;3;0;0;2;3;0;1;3;0;1;3;3;0;2;2;0;0;2;0;2;0
Juha Heikkinen;Suomen Keskusta;Suomussalmi;ylempi korkeakoulututkinto;1963;suomi;englanti;male;2;2;1;2;2;0;2;2;2;3;2;1;0;1;1;1;0;3;2;1;1;2;1;1;0
Kari Heikkinen;Vasemmistoliitto;Suomussalmi;ammattitutkinto;1952;suomi;englanti;male;3;1;3;3;2;3;0;1;1;1;0;0;2;3;0;0;1;3;3;0;3;0;3;0;3
Juho Juntunen;Kansallinen Kokoomus;Suomussalmi;ammattitutkinto;1993;suomi;suomi, englanti;male;2;1;0;1;3;0;1;0;2;2;2;2;0;0;1;2;0;1;1;2;0;2;2;0;0
Mikko Juntunen;Suomen Keskusta;Suomussalmi;joku muu;1951;suomi;suomi;male;2;3;2;2;1;1;2;3;1;1;0;1;1;2;2;2;2;2;2;1;3;1;1;3;2
Sami Juntunen;Kansallinen Kokoomus;Suomussalmi;ammattitutkinto;1981;suomi;suomi, englanti;male;3;2;2;2;2;1;2;2;2;1;2;1;1;2;1;1;1;2;2;1;2;1;2;1;2
Markku Koivumäki;Kansallinen Kokoomus;Suomussalmi;alempi korkeakoulututkinto;1957;suomi;suomi;male;3;2;1;2;2;0;3;1;0;1;1;0;2;0;1;3;0;2;3;1;2;1;0;1;0
Janne Laatikainen;Vasemmistoliitto;Suomussalmi;ylioppilas;1972;suomi;suomi, ruotsi, englanti, saksa;male;0;3;1;1;1;1;2;2;1;2;1;1;0;3;0;0;0;2;3;0;2;1;1;2;1
Hannu Matero;Vasemmistoliitto;Suomussalmi;ammattitutkinto;1965;suomi;;male;3;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;1;2;1;1;1;2
Petteri Matero;Perussuomalaiset;Suomussalmi;ammattitutkinto;1973;suomi;suomi;male;3;1;0;2;2;0;3;3;2;2;1;1;0;0;2;2;0;2;1;3;1;2;0;1;0
Keijo Moilanen;Suomen Keskusta;Suomussalmi;ammattitutkinto;1964;suomi;;male;2;3;0;2;1;0;2;2;1;2;1;1;1;1;2;1;1;1;2;1;2;1;1;2;1
Reijo Nissi;Vasemmistoliitto;Suomussalmi;ammattitutkinto;1985;suomi;suomi, englanti;male;3;1;0;2;2;3;0;1;1;2;0;0;0;3;0;0;2;2;3;0;3;0;2;0;3
Jari Paasovaara;Suomen Keskusta;Suomussalmi;alempi korkeakoulututkinto;1968;suomi;suomi, englanti;male;2;1;2;1;1;0;2;1;3;1;2;2;1;1;1;0;1;2;2;1;1;1;1;1;2
Atte Seppänen;Suomen Sosialidemokraattinen Puolue;Suomussalmi;ylioppilas;2004;suomi;suomi, ruotsi, englanti, saksa;male;3;2;3;0;2;3;0;1;1;2;0;0;1;3;0;0;3;0;3;0;3;0;3;0;3
Olli Seppänen;Vasemmistoliitto;Suomussalmi;ylioppilas;1968;suomi;suomi, englanti;male;2;1;0;2;2;0;2;1;1;2;1;1;2;2;1;2;1;3;2;0;2;1;2;0;2
Marko Tauriainen;Kansallinen Kokoomus;Suomussalmi;alempi korkeakoulututkinto;1977;suomi;suomi, ruotsi, englanti;male;3;1;1;1;3;0;0;2;1;1;0;3;1;1;1;1;2;3;2;1;1;1;2;1;1
Mikko Tolonen;Suomen Keskusta;Suomussalmi;alempi korkeakoulututkinto;1962;suomi;suomi;male;0;3;2;2;3;0;2;1;1;2;2;1;0;2;1;2;3;1;2;1;2;1;1;3;0
Onni-lenni Vasunta;Perussuomalaiset;Suomussalmi;ylioppilas;2005;suomi;suomi, ruotsi, englanti;male;3;2;2;0;3;0;2;3;2;1;1;1;0;1;1;1;2;0;2;2;0;3;1;0;1
Marko Väyrynen;Suomen Keskusta;Suomussalmi;alempi korkeakoulututkinto;1979;suomi;suomi, englanti;male;3;1;1;2;3;1;2;2;1;3;1;0;1;0;1;2;0;0;3;2;1;1;0;1;1
Pirjo Backman;Suomen Kristillisdemokraatit (KD);Suonenjoki;ylempi korkeakoulututkinto;1955;suomi;englanti;female;3;0;3;2;3;0;3;3;1;0;2;3;2;2;2;2;0;2;3;2;0;1;0;2;0
Kirsti Kivinen;Suomen Kristillisdemokraatit (KD);Suonenjoki;ammattitutkinto;1952;suomi;suomi;female;3;1;1;3;3;0;3;2;1;3;0;1;1;2;2;1;1;1;3;0;2;0;1;2;0
Milja Koponen;Suomen Keskusta;Suonenjoki;ylempi korkeakoulututkinto;1971;suomi;suomi, englanti;female;2;2;0;1;0;2;1;3;2;1;0;0;0;2;1;0;1;2;3;0;3;0;1;2;1
Anja Lehtonen;Suomen Keskusta;Suonenjoki;ylempi korkeakoulututkinto;1950;suomi;suomi, ruotsi, englanti, saksa;female;2;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;2;3;2;0;1;1;1;2;0
Sanna Markkanen;Suomen Kristillisdemokraatit (KD);Suonenjoki;ammattitutkinto;1982;suomi;suomi, englanti, saksa;female;3;0;1;1;2;1;2;2;1;3;2;0;2;2;2;1;1;2;2;1;2;1;2;1;1
Marja Matilainen;Vasemmistoliitto;Suonenjoki;ylioppilas;1969;suomi;suomi, ruotsi, englanti;female;1;3;1;2;0;2;1;3;0;2;0;0;3;2;1;1;1;3;3;0;3;0;2;3;3
Marika Paananen;Suomen Keskusta;Suonenjoki;ylioppilas;1974;suomi;suomi, englanti;female;2;1;2;1;1;0;2;2;1;2;1;0;0;2;1;0;1;2;2;2;1;1;0;2;1
Pia Pentikäinen;Perussuomalaiset;Suonenjoki;alempi korkeakoulututkinto;1968;suomi;suomi, ruotsi, englanti;female;1;0;0;2;0;0;1;3;1;1;0;2;2;0;2;2;0;1;1;3;1;1;0;1;0
Mirkka Ronkanen;Suomen Keskusta;Suonenjoki;alempi korkeakoulututkinto;1983;suomi;suomi, ruotsi, englanti;female;1;0;3;1;2;0;1;1;1;3;1;0;0;1;1;0;2;3;2;1;3;2;2;0;2
Anja Ruotsalainen;Suomen Kristillisdemokraatit (KD);Suonenjoki;ammattitutkinto;1959;suomi;suomi, ruotsi, englanti;female;3;0;1;3;3;0;3;2;2;2;1;1;1;3;1;1;0;1;1;1;0;0;1;1;0
Johanna Tapaninen;Vasemmistoliitto;Suonenjoki;ammattitutkinto;1989;suomi;suomi;female;3;1;0;3;2;1;2;1;2;2;0;0;1;3;0;1;1;3;2;1;2;2;2;0;1
Leena Tuppura;Suomen Keskusta;Suonenjoki;alempi korkeakoulututkinto;1949;suomi;suomi, ruotsi, englanti, saksa;female;3;1;2;2;1;1;2;3;2;1;0;1;2;1;1;1;1;2;2;1;1;1;0;2;0
Jani From;Vasemmistoliitto;Suonenjoki;ammattitutkinto;1977;suomi;suomi, englanti;male;3;2;2;3;2;2;0;1;0;2;1;0;2;3;0;0;3;3;3;0;3;0;3;1;3
Viljo Herranen;Perussuomalaiset;Suonenjoki;ammattitutkinto;1962;suomi;suomi;male;2;2;1;1;3;1;3;2;2;2;2;2;1;1;1;1;1;1;1;2;1;1;0;2;0
Mikko Kauhanen;Perussuomalaiset;Suonenjoki;alempi korkeakoulututkinto;1978;suomi;englanti;male;3;1;2;1;1;0;3;2;2;1;1;1;1;2;1;2;2;2;2;1;2;1;2;0;2
Ari Korpirinne;Vasemmistoliitto;Suonenjoki;alempi korkeakoulututkinto;1963;suomi;suomi, englanti;male;2;3;2;2;1;1;1;2;1;2;0;0;1;1;1;1;1;2;2;1;2;1;1;1;1
Tatu Laine;Suomen Keskusta;Suonenjoki;ammattitutkinto;1981;suomi;suomi, englanti;male;2;2;0;2;3;0;1;2;2;1;0;2;1;1;2;2;1;0;1;2;1;2;1;3;0
Juha Markkanen;Suomen Keskusta;Suonenjoki;ammattitutkinto;1978;suomi;;male;2;1;1;1;3;0;2;3;3;2;1;1;2;0;1;2;1;3;2;1;1;2;1;2;0
Juuso Nyyssönen;Suomen Keskusta;Suonenjoki;alempi korkeakoulututkinto;1977;suomi;suomi, englanti;male;2;1;1;1;1;0;2;3;2;2;0;1;1;0;1;1;0;2;3;1;1;1;0;2;0
Marko Pentikäinen;Perussuomalaiset;Suonenjoki;ammattitutkinto;1970;suomi;suomi;male;1;3;0;0;2;0;2;3;3;1;1;2;3;0;0;3;0;1;1;2;0;0;2;2;0
Henry Soininen;Suomen Keskusta;Suonenjoki;ammattitutkinto;1985;suomi;;male;3;0;2;1;2;0;2;2;1;2;1;2;0;2;1;2;1;2;1;2;2;2;1;1;0
Petri Suihkonen;Suomen Keskusta;Suonenjoki;alempi korkeakoulututkinto;1969;suomi;suomi;male;2;2;0;1;1;0;3;3;2;2;0;0;0;0;1;0;0;1;3;1;2;1;1;3;1
Jouni Toikkanen;Suomen Sosialidemokraattinen Puolue;Suonenjoki;ammattitutkinto;1970;suomi;suomi, ruotsi, englanti;male;2;1;1;2;1;1;2;1;1;2;1;2;2;2;1;1;1;2;2;1;2;1;1;1;2
Vesa Vesa;Suomen Keskusta;Suonenjoki;ammattitutkinto;1965;suomi;suomi, englanti;male;1;2;1;2;1;2;3;3;3;2;1;0;1;0;2;1;1;1;2;1;1;1;1;1;1
Pekka Voipio;Vasemmistoliitto;Suonenjoki;ylioppilas;1952;suomi;suomi, ruotsi, englanti;male;1;2;2;1;1;3;0;1;0;2;0;0;2;1;1;0;0;3;3;0;3;0;3;1;3
Noora Ahokas;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1985;suomi;;female;2;1;2;2;1;0;2;3;3;2;2;1;2;1;1;1;1;2;2;0;2;0;1;1;2
Satu Ahopelto;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1967;suomi;suomi, ruotsi, englanti;female;2;2;2;2;0;3;2;3;2;1;1;2;3;2;0;2;0;2;3;2;2;1;2;2;2
Pirjo Aittoniemi;Suomen Keskusta;Seinäjoki;ylempi korkeakoulututkinto;1952;suomi;;female;3;2;0;2;0;1;3;3;2;2;0;2;2;2;2;1;0;2;2;0;2;0;2;1;0
Laura Ala-kokko;Vihreä liitto;Seinäjoki;ylempi korkeakoulututkinto;1979;suomi;suomi, ruotsi, englanti, espanja;female;3;2;3;0;0;3;0;1;1;1;0;1;1;3;0;0;3;2;3;0;3;0;2;1;3
Tuulia Alanko;Perussuomalaiset;Seinäjoki;ylioppilas;1999;suomi;suomi, ruotsi, englanti;female;2;1;2;3;2;0;3;3;2;2;1;1;0;1;1;2;0;1;0;3;0;3;0;2;0
Kyllikki Anttila;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1959;suomi;englanti;female;3;1;2;3;0;1;3;3;3;2;2;0;2;2;1;2;1;3;3;0;3;0;0;2;2
Sanna Anttila;Suomen Keskusta;Seinäjoki;alempi korkeakoulututkinto;1987;suomi;suomi;female;3;1;2;1;0;0;3;2;2;2;0;0;2;2;1;1;1;3;3;2;3;0;2;3;2
Niina Behm;Suomen Sosialidemokraattinen Puolue;Seinäjoki;alempi korkeakoulututkinto;1975;suomi;suomi, ruotsi, englanti, saksa, espanja, italia;female;3;2;3;1;0;1;1;1;1;2;1;0;2;2;1;1;1;2;3;0;2;1;2;1;3
Jenni Erkkilä;Suomen Keskusta;Seinäjoki;joku muu;1976;suomi;suomi, ruotsi, englanti;female;2;1;3;3;1;2;2;2;3;2;1;1;3;2;1;0;1;3;2;0;2;0;2;0;3
Anna Granlund;Vihreä liitto;Seinäjoki;ylempi korkeakoulututkinto;1980;suomi;suomi, ruotsi, englanti;female;2;2;2;2;0;2;0;1;1;1;1;1;1;3;0;0;2;3;3;0;2;0;2;1;3
Reeta Haaraniemi;Vasemmistoliitto;Seinäjoki;alempi korkeakoulututkinto;1996;suomi;suomi, englanti;female;3;2;3;3;3;3;0;2;1;2;0;2;2;3;0;1;3;2;3;0;2;0;3;0;3
Elina Harju;Vasemmistoliitto;Seinäjoki;ylioppilas;2001;suomi;suomi, ruotsi, englanti, saksa;female;3;0;2;2;1;3;0;1;1;2;0;0;2;3;1;0;3;3;3;0;3;0;3;0;3
Tanja Hautala;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1974;suomi;suomi, ruotsi, englanti;female;3;2;3;2;1;3;2;3;2;1;1;1;1;2;1;1;2;3;3;1;3;0;2;2;2
Viola Hautaluoma;Suomen Keskusta;Seinäjoki;ylioppilas;2001;suomi;ruotsi, englanti, saksa;female;2;1;2;2;2;1;1;1;2;2;1;2;1;1;1;1;2;2;3;0;2;0;2;1;3
Henna Helmi Heinonen;Suomen Keskusta;Seinäjoki;ylempi korkeakoulututkinto;1981;suomi;suomi, ruotsi, englanti;female;3;2;2;2;1;1;1;2;2;1;0;2;1;3;2;1;1;2;2;0;2;1;2;3;3
Anne-Maria Hirvonen;Vasemmistoliitto;Seinäjoki;alempi korkeakoulututkinto;1982;suomi;suomi, englanti;female;3;0;3;0;0;3;0;0;0;3;0;1;0;3;0;0;3;3;3;0;3;0;3;0;3
Elina Hokkanen;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1979;suomi;englanti;female;2;1;1;2;1;0;2;2;2;2;1;1;2;2;1;2;1;2;2;1;2;1;1;1;1
Jenni Hyyppä;Suomen Keskusta;Seinäjoki;ylempi korkeakoulututkinto;1978;suomi;suomi, englanti;female;3;2;0;1;1;0;3;2;2;1;1;2;2;2;0;0;2;2;2;2;1;1;1;2;0
Suvi Ilonen;Suomen Keskusta;Seinäjoki;alempi korkeakoulututkinto;1976;suomi;suomi, ruotsi, englanti;female;3;2;2;2;2;1;3;3;1;2;1;2;1;2;2;2;2;2;3;1;1;1;1;2;0
Taina Inkeri;Suomen Keskusta;Seinäjoki;ylempi korkeakoulututkinto;1959;suomi;suomi, ruotsi, englanti, saksa;female;3;1;0;0;1;0;2;3;1;2;2;2;0;1;1;0;1;2;2;2;2;1;2;0;1
Salla Jokiaho;Kansallinen Kokoomus;Seinäjoki;ammattitutkinto;1992;suomi;;female;3;2;2;2;0;2;2;3;3;1;0;2;1;2;1;1;2;1;2;1;1;2;1;2;2
Noora Jussila;Vasemmistoliitto;Seinäjoki;alempi korkeakoulututkinto;1988;suomi;suomi, englanti;female;3;0;3;0;0;1;0;0;1;3;1;1;2;2;1;2;1;2;2;0;3;1;1;1;3
Jenna Jäske;Vihreä liitto;Seinäjoki;ammattitutkinto;1984;suomi;suomi, englanti;female;3;3;3;3;3;3;2;0;2;3;0;3;0;3;0;0;0;0;3;0;3;0;1;0;3
Sanni Kanerva-perälä;Suomen Sosialidemokraattinen Puolue;Seinäjoki;alempi korkeakoulututkinto;1986;suomi;suomi, englanti;female;3;1;2;2;1;2;1;2;1;2;1;1;1;1;1;2;1;2;2;1;2;1;1;1;2
Piia Kattelus-Kilpeläinen;Suomen Kristillisdemokraatit (KD);Seinäjoki;ylempi korkeakoulututkinto;1974;suomi;suomi, ruotsi, englanti;female;2;0;3;3;2;0;3;3;2;0;2;0;0;0;3;3;0;3;1;3;0;2;2;3;0
Tuulia Keltto;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1980;suomi;suomi, ruotsi, englanti;female;2;1;2;1;1;1;1;2;2;1;2;3;1;3;1;1;1;1;2;1;2;1;2;2;1
Johanna Keski-jyrä;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1971;suomi;ruotsi, englanti;female;2;2;2;1;1;2;2;2;1;2;2;2;1;2;1;1;2;2;3;1;2;0;2;2;2
Helli Kitinoja;Suomen Keskusta;Seinäjoki;ylempi korkeakoulututkinto;1956;suomi;suomi, ruotsi, englanti, saksa;female;2;2;2;2;1;1;3;2;2;1;2;1;1;2;1;1;0;2;2;1;2;1;2;1;1
Laura Kivimäki;Vihreä liitto;Seinäjoki;ylempi korkeakoulututkinto;1977;suomi;suomi, ruotsi, englanti, saksa;female;3;3;3;3;0;3;1;0;1;3;0;1;2;3;0;0;3;3;3;0;3;0;2;0;3
Riina Knuts;Perussuomalaiset;Seinäjoki;alempi korkeakoulututkinto;1970;suomi;suomi, ruotsi, englanti, arabia;female;3;3;0;3;3;0;1;2;2;3;0;2;0;0;1;0;0;3;0;3;1;3;0;0;0
Siiri Kontteli;Kansallinen Kokoomus;Seinäjoki;alempi korkeakoulututkinto;1998;suomi;suomi, englanti;female;2;2;3;2;0;1;2;3;3;1;2;2;2;1;1;2;1;1;3;1;2;0;1;2;2
Marja-liisa Korpela;Perussuomalaiset;Seinäjoki;alempi korkeakoulututkinto;1984;suomi;suomi, englanti;female;2;2;2;2;2;0;3;3;2;3;1;1;0;2;1;3;0;2;1;2;1;2;0;1;0
Ellen Koskela;Vihreä liitto;Seinäjoki;alempi korkeakoulututkinto;1987;suomi;suomi, ruotsi, englanti;female;3;1;3;2;1;3;0;1;1;2;1;1;1;3;0;0;3;3;3;0;2;0;2;1;3
Wilhelmiina Kukkamo;Kansallinen Kokoomus;Seinäjoki;ylempi korkeakoulututkinto;1981;suomi;suomi;female;2;2;2;1;1;0;3;2;1;1;2;1;2;1;2;1;2;3;2;1;2;1;1;1;1
