Name,Party,Municipality,Education,Year of birth,Language,Gender,My municipality should set a maximum size for elementary school teaching groups,It is justifiable to close down small schools to cut costs,In my municipality pupils should have the opportunity to study Swedish in Finnish-speaking schools before the sixth grade in elementary schools,My municipality should financially support the home care of children under the age of 3,My municipality should attract residents with a baby allowance,Schools and kindergartens should serve less meat,Schools should maintain Christian traditions,If the municipality's income and expenses must be balanced it should be done by cutting expenses rather than raising taxes,Capital gains should not be subject to municipal taxation,The municipality should primarily buy services from companies that it owns,Municipalities should help to finance regional flights,Remote support in looking for jobs is sufficient for unemployed people in small towns,If necessary the municipality should expropriate private land in order to obtain land for construction,My municipality should avoid clear-cutting in the forest areas it owns,The municipality should prioritise construction over preserving the local nature,My municipality should attract more industrial jobs even if it harms the environment,My municipality must strive to achieve carbon neutrality before Finland's national target year of 2035,Even sparsely populated areas of my municipality should have access to public transport to reach services,Immigrants strengthen the vitality of my municipality,My municipality must refuse to accept quota refugees,My municipality should finance events that encourage interaction between different cultures,My municipality should reduce spending on immigrant integration services,Municipalities should compensate for the state cuts in theatre funding,Libraries should be self-service so that my municipality can save on staff salary costs,My municipality should show support for gender and sexual minorities by flying a Pride flag
Anne Nousiainen,Kesk.,Orivesi,ylempi korkeakoulututkinto,1973,suomi,female,2,1,1,2,2,0,2,3,2,2,1,1,0,1,2,2,1,2,2,1,2,2,1,2,1
Tiina Ojala,PS,Orivesi,ammattitutkinto,1982,suomi,female,2,2,1,1,1,1,3,3,3,3,0,3,0,2,1,1,0,2,0,3,0,3,0,2,0
Annemari Päivärinta-Korhonen,SDP,Orivesi,ylempi korkeakoulututkinto,1987,suomi,female,3,1,2,3,1,2,1,0,1,2,1,0,1,3,1,0,1,2,2,0,3,1,1,0,3
Sari Simontaival,Kok.,Orivesi,ylempi korkeakoulututkinto,1968,suomi,female,2,1,1,2,2,1,2,3,1,2,1,0,2,2,1,1,2,2,2,1,2,1,1,1,1
Henna Sistonen,SDP,Orivesi,ylempi korkeakoulututkinto,1990,suomi,female,3,2,1,1,1,2,1,1,2,1,0,1,1,2,1,1,2,2,2,1,1,1,1,1,3
Tuula Sivusaari,Kesk.,Orivesi,ylempi korkeakoulututkinto,1958,suomi,female,2,0,2,2,0,1,2,2,2,2,0,1,1,3,1,2,2,2,2,1,1,0,1,2,0
Eliisa Suhonen,SDP,Orivesi,ylempi korkeakoulututkinto,1978,suomi,female,2,2,1,0,0,1,3,1,1,0,2,0,2,1,2,2,0,2,2,1,2,1,3,0,2
Outi Söderholm,Vihr.,Orivesi,ylempi korkeakoulututkinto,1966,suomi,female,3,0,2,3,1,3,1,1,0,1,1,0,1,3,1,0,3,3,3,0,3,0,2,0,3
Mirja Tuomaala,Kesk.,Orivesi,ylempi korkeakoulututkinto,1959,suomi,female,3,1,1,2,1,0,2,2,1,2,1,0,1,2,1,1,1,2,2,1,1,0,1,0,2
Tuuli Uusitalo,Kok.,Orivesi,alempi korkeakoulututkinto,2000,suomi,female,3,1,2,2,3,1,1,2,2,1,0,2,2,1,1,0,2,3,2,1,2,1,1,2,2
Josefiina Viertoma,Kesk.,Orivesi,ylempi korkeakoulututkinto,1991,suomi,female,1,0,0,1,0,2,2,2,2,3,0,2,0,3,0,0,3,2,2,1,0,1,0,0,0
Sami-Petteri Ahola,SDP,Orivesi,ammattitutkinto,1994,suomi,male,2,0,2,2,3,1,3,1,2,2,0,0,1,2,1,1,2,3,2,1,2,1,1,1,3
Juha Haikka,Kok.,Orivesi,ammattitutkinto,1963,suomi,male,2,0,1,3,2,0,3,2,2,1,1,1,2,0,1,2,2,2,2,1,1,1,2,1,0
Pasi Hietala,SDP,Orivesi,ammattitutkinto,1967,suomi,male,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2
Ilkka Hjerppe,SDP,Orivesi,ylempi korkeakoulututkinto,1957,suomi,male,2,2,1,1,1,1,2,1,1,2,0,0,1,2,1,1,2,2,2,0,3,1,1,2,3
Antti Hyytiäinen,Kok.,Orivesi,ammattitutkinto,1977,suomi,male,1,2,2,1,1,0,3,3,2,0,1,1,1,2,1,1,0,0,1,2,1,1,1,1,0
Reijo Kahelin,Vas.,Orivesi,ylempi korkeakoulututkinto,1951,suomi,male,2,1,2,1,0,1,1,0,0,2,1,0,2,3,1,1,2,3,3,0,3,1,2,1,3
Jyrki Kallio,SDP,Orivesi,ylioppilas,1987,suomi,male,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2
Jarmo Karttunen,Vihr.,Orivesi,alempi korkeakoulututkinto,1979,suomi,male,1,0,1,1,0,2,1,2,3,0,0,1,1,2,1,0,1,1,2,0,2,1,1,2,2
Juha Koistinen,Vas.,Orivesi,ammattitutkinto,1964,suomi,male,3,1,1,3,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1
Matti Koppanen,Kesk.,Orivesi,ammattitutkinto,1963,suomi,male,1,2,0,3,3,0,3,3,3,1,3,3,1,1,1,2,0,2,1,1,0,2,1,1,2
Arto Koskela,SDP,Orivesi,ammattitutkinto,1967,suomi,male,2,2,1,2,1,1,3,1,1,2,1,0,1,2,1,1,2,2,2,1,2,1,1,1,2
Sami Kymäläinen,PS,Orivesi,ammattitutkinto,1975,suomi,male,2,1,0,3,1,0,3,3,3,1,0,0,1,0,2,2,0,2,1,3,0,3,0,1,0
Jari Latomäki,PS,Orivesi,ammattitutkinto,1971,suomi,male,3,2,0,1,1,0,3,3,2,2,1,0,3,0,2,2,0,0,1,3,0,2,0,1,0
Matti Loponen,PS,Orivesi,ammattitutkinto,1982,suomi,male,2,3,3,1,0,0,3,3,2,2,0,2,0,0,2,3,0,1,2,2,0,2,0,0,0
Jukka Luttinen,SDP,Orivesi,ylempi korkeakoulututkinto,1955,suomi,male,2,1,2,1,1,2,1,1,2,1,0,0,1,3,0,0,3,2,2,0,3,1,1,1,3
Juha Majamäki,PS,Orivesi,joku muu,1965,suomi,male,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,1,1
Timo Malinen,PS,Orivesi,alempi korkeakoulututkinto,1983,suomi,male,0,2,1,1,1,0,2,3,2,1,1,2,1,0,2,2,0,0,1,3,1,3,0,2,0
Kimmo Mäkelä,SDP,Orivesi,alempi korkeakoulututkinto,1977,suomi,male,2,2,1,2,1,1,2,2,1,2,0,2,1,2,2,1,1,2,2,1,1,1,1,2,2
Pauli Pesonen,KD,Orivesi,alempi korkeakoulututkinto,1975,suomi,male,3,2,2,2,1,1,3,2,2,2,1,1,2,1,1,1,2,1,2,0,1,1,2,1,0
Kari Saari,Kok.,Orivesi,ylempi korkeakoulututkinto,1979,suomi,male,3,3,1,2,1,1,3,3,2,2,1,0,1,1,1,2,0,2,2,1,0,2,0,1,0
Keijo Tikkanen,SDP,Orivesi,ammattitutkinto,1970,suomi,male,3,2,2,2,1,1,1,3,3,0,0,0,0,3,0,1,1,3,3,0,3,1,2,0,3
Pekka Tuhkanen,Kesk.,Orivesi,alempi korkeakoulututkinto,1956,suomi,male,2,0,1,3,2,0,3,2,3,2,1,1,0,1,1,2,0,2,2,1,1,1,1,1,0
Jyrki Tuomaala,Kesk.,Orivesi,alempi korkeakoulututkinto,1948,suomi,male,2,0,2,1,2,0,2,2,0,1,1,0,2,1,1,1,2,0,2,0,2,1,1,1,1
Mika Uotila,Kesk.,Orivesi,ylempi korkeakoulututkinto,1967,suomi,male,1,2,1,1,0,0,1,2,1,2,0,0,1,0,0,2,2,3,3,0,3,0,1,0,3
Osku Vesala,KD,Orivesi,ammattitutkinto,1995,suomi,male,3,1,2,3,3,1,3,2,0,2,1,1,1,2,1,0,1,2,2,1,2,1,1,1,0
Manu-mikael Vesava,Vas.,Orivesi,ylioppilas,1994,suomi,male,2,2,3,3,1,2,1,2,1,1,1,2,1,2,2,3,2,3,2,2,1,2,2,0,2
Kimmo Vihusaari,Kok.,Orivesi,ammattitutkinto,1967,suomi,male,2,2,1,2,2,0,3,3,1,0,0,1,2,0,2,3,0,3,1,2,1,2,0,2,1
Lenni Viljanen,PS,Orivesi,peruskoulu,2006,suomi,male,1,1,1,1,1,0,3,3,3,1,1,1,0,1,1,2,1,1,1,2,1,2,0,2,0
Janne Virta,Kok.,Orivesi,ammattitutkinto,1987,suomi,male,1,2,0,3,3,1,2,2,3,2,1,3,2,1,1,3,0,0,2,2,1,1,0,1,0
Jari Virtanen,SDP,Orivesi,ammattitutkinto,1969,suomi,male,2,1,1,2,2,1,2,2,1,2,2,1,1,3,1,1,1,2,2,1,1,1,1,1,1
Taru Luojola,Vas.,Orivesi,ylempi korkeakoulututkinto,1980,suomi,other,3,0,2,1,0,3,0,0,0,2,0,0,1,3,0,0,3,3,3,0,3,0,3,0,3
Elisabeth Friman,SDP,Oulainen,joku muu,1956,suomi,female,3,2,2,3,3,0,3,2,0,1,0,1,2,2,0,1,2,3,3,0,2,0,1,0,2
Suvi Hakala,Kesk.,Oulainen,ammattitutkinto,1979,suomi,female,3,1,0,2,1,1,2,2,2,1,1,0,1,3,1,1,1,2,3,1,2,1,2,1,2
Sirpa Järvelä,KD,Oulainen,ylempi korkeakoulututkinto,1958,suomi,female,3,0,2,3,3,1,3,3,3,1,1,0,1,3,0,1,2,3,3,0,2,0,1,1,0
Wuokko Kärki,SDP,Oulainen,alempi korkeakoulututkinto,1987,suomi,female,2,1,0,3,3,0,1,3,3,3,0,1,1,3,1,3,1,3,3,0,3,2,2,2,3
Tuula Luttinen,Kesk.,Oulainen,alempi korkeakoulututkinto,1980,suomi,female,3,0,2,2,2,0,3,2,1,2,1,0,0,3,0,0,0,3,2,0,2,1,0,1,0
Salme Mäyrä,Kesk.,Oulainen,ylempi korkeakoulututkinto,1973,suomi,female,3,0,0,3,3,0,1,2,3,0,0,0,0,0,1,0,0,3,3,0,2,0,0,2,2
Mia Penttilä,Kok.,Oulainen,ylempi korkeakoulututkinto,1970,suomi,female,3,2,0,1,0,1,2,1,2,2,0,0,1,2,1,1,1,0,0,2,2,3,1,3,0
Janita Raassina,KD,Oulainen,joku muu,1980,suomi,female,2,1,1,2,2,1,3,1,2,2,1,2,1,2,1,1,1,3,1,2,1,2,1,2,0
Janette Rajaniemi,Kesk.,Oulainen,ylempi korkeakoulututkinto,1992,suomi,female,2,1,2,3,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2
Päivi Rantaeskola,SDP,Oulainen,joku muu,1971,suomi,female,3,2,2,3,3,0,3,2,0,1,0,1,2,2,0,1,2,3,3,0,2,0,1,0,2
Marjut Suviaro,Kesk.,Oulainen,ylempi korkeakoulututkinto,1993,suomi,female,2,2,2,3,3,0,2,3,2,1,2,0,1,2,0,1,1,2,2,1,2,1,1,2,1
Leena Törmänen,Sit,Oulainen,alempi korkeakoulututkinto,1960,suomi,female,2,2,2,1,2,1,2,2,3,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2
Jyri-jaakko Annala,KD,Oulainen,ammattitutkinto,1961,suomi,male,2,1,2,2,2,0,3,1,2,2,1,1,0,2,1,2,0,3,0,2,1,2,1,1,0
Ron Färm,KD,Oulainen,ammattitutkinto,1988,suomi,male,2,2,2,2,1,2,3,1,1,2,1,0,1,1,1,1,1,3,2,1,1,2,0,2,0
Jonne Haapala,SDP,Oulainen,ammattitutkinto,1990,suomi,male,3,0,1,3,2,2,0,1,1,1,0,0,0,3,0,1,2,2,2,1,1,1,2,1,2
Juha Hakasalo,Kesk.,Oulainen,joku muu,1979,suomi,male,3,2,1,1,2,0,2,2,1,2,1,1,0,0,1,1,1,3,2,1,1,1,1,0,1
Niemi Jari onni,Kesk.,Oulainen,alempi korkeakoulututkinto,1957,suomi,male,2,3,2,2,1,1,3,2,3,2,3,1,2,1,2,2,2,3,2,1,2,1,2,1,1
Jalmari Karjalainen,SDP,Oulainen,ammattitutkinto,2000,suomi,male,3,0,1,2,0,0,2,0,0,3,2,0,2,3,1,3,1,3,2,0,2,1,1,0,3
Janne Kuoppamäki,PS,Oulainen,ammattitutkinto,1989,suomi,male,2,1,1,2,2,0,2,2,2,2,1,1,1,1,1,2,1,1,0,2,1,2,1,2,0
Ilpo Kuorilehto,Kesk.,Oulainen,ammattitutkinto,1992,suomi,male,3,0,0,1,1,0,2,2,2,3,0,0,2,2,2,2,0,0,2,1,0,2,0,0,0
Maunu Laikari,Kesk.,Oulainen,ylempi korkeakoulututkinto,1985,suomi,male,2,2,2,1,2,1,2,3,2,1,0,1,0,1,0,0,1,2,2,0,1,1,0,1,1
Jarkko Laulumaa,KD,Oulainen,alempi korkeakoulututkinto,1969,suomi,male,2,3,0,3,3,0,3,1,2,3,0,0,1,1,1,1,0,2,1,1,3,1,1,2,0
Janne Mehtätalo,Vas.,Oulainen,peruskoulu,1970,suomi,male,3,3,3,3,3,0,3,2,3,3,2,2,3,0,1,0,0,0,0,0,0,0,0,3,3
Sami Oja,PS,Oulainen,ammattitutkinto,1983,suomi,male,3,0,1,3,3,0,1,2,2,3,1,0,1,1,0,2,0,2,0,3,1,3,1,0,0
Jarkko Ollila,PS,Oulainen,ammattitutkinto,1990,suomi,male,3,2,1,3,2,0,2,2,2,2,0,1,0,0,2,2,0,0,1,3,0,3,0,1,0
Tero Paakkonen,Kok.,Oulainen,ammattitutkinto,1972,suomi,male,2,3,0,1,2,0,2,3,3,2,0,1,2,0,1,3,0,2,0,3,0,3,0,2,0
Veli Tirilä,Kesk.,Oulainen,ylempi korkeakoulututkinto,1948,suomi,male,3,2,2,3,2,1,3,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,0
Esko Vanhala,Kesk.,Oulainen,ylempi korkeakoulututkinto,1979,suomi,male,3,0,2,3,1,1,3,2,3,2,0,2,2,3,0,0,3,3,2,0,3,1,1,1,0
Vuokko Hiltunen,Kesk.,Oulainen,ylempi korkeakoulututkinto,1980,suomi,,2,2,1,2,3,1,3,2,1,2,1,1,1,2,1,0,1,2,2,1,2,1,1,1,0
Kristina Ahl,SDP,Oulu,ammattitutkinto,1967,suomi,female,3,1,3,2,2,1,2,2,1,2,1,2,2,3,0,1,0,2,2,0,3,1,2,0,3
Maire Ahopelto,Kesk.,Oulu,ylempi korkeakoulututkinto,1957,suomi,female,3,1,3,3,1,1,2,1,1,2,1,0,1,3,0,1,1,3,2,0,3,0,1,1,2
Tuula Ala-Aho,SDP,Oulu,ylempi korkeakoulututkinto,1962,suomi,female,3,2,2,3,3,1,3,1,1,2,2,0,2,2,0,0,1,2,2,0,2,0,2,0,2
Karita Alanko,Vas.,Oulu,alempi korkeakoulututkinto,1964,suomi,female,3,1,2,2,1,0,2,0,0,3,0,0,1,3,1,2,2,3,2,0,3,0,3,0,3
Pia Alatorvinen,Vihr.,Oulu,ylempi korkeakoulututkinto,1978,suomi,female,1,3,2,0,0,2,1,1,3,2,0,2,0,3,1,1,3,2,3,0,3,1,2,1,3
Riitta Antila,VL,Oulu,alempi korkeakoulututkinto,1984,suomi,female,2,0,0,3,0,0,3,3,2,2,1,2,1,2,1,3,0,2,0,2,0,3,0,1,0
Suvi Caner,Vihr.,Oulu,ylempi korkeakoulututkinto,1976,suomi,female,2,1,2,2,0,3,0,1,2,2,1,1,0,3,0,0,3,3,3,0,3,0,2,1,3
Hannele Dufva,Vas.,Oulu,joku muu,1951,suomi,female,2,0,3,1,1,3,0,0,0,2,1,1,1,3,0,1,3,3,3,0,3,0,2,0,3
Outi Einistö,Vas.,Oulu,ylempi korkeakoulututkinto,1986,suomi,female,3,1,3,2,0,2,1,1,1,2,0,1,1,3,0,1,2,3,2,1,2,0,2,1,3
Annemari Enojärvi,PS,Oulu,ammattitutkinto,1968,suomi,female,3,2,0,2,0,0,3,3,1,2,0,1,3,1,0,2,0,3,1,3,0,3,0,1,0
Annemari Eskola,SDP,Oulu,ylempi korkeakoulututkinto,1976,suomi,female,3,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2
Aada Feodoroff,Vihr.,Oulu,peruskoulu,2007,suomi,female,3,1,2,1,1,2,2,1,1,3,0,2,1,3,1,1,2,3,3,0,2,1,2,1,3
Maria Frick,Vihr.,Oulu,joku muu,1975,suomi,female,2,2,3,2,1,2,1,1,1,1,1,1,1,3,1,1,2,2,3,0,3,0,2,2,3
Jenna Gonçalves Da Silva,Vas.,Oulu,ammattitutkinto,1993,suomi,female,3,2,2,1,0,3,0,1,0,3,1,1,1,3,1,0,3,3,2,0,3,0,3,1,3
Hilkka Haaga,Vas.,Oulu,ylempi korkeakoulututkinto,1981,suomi,female,3,2,2,1,0,3,3,0,1,3,1,2,2,3,1,1,2,3,2,0,3,0,3,1,3
Milja Haatanen,Vihr.,Oulu,ylioppilas,2003,suomi,female,3,1,3,0,0,2,0,0,1,2,0,1,2,2,0,1,3,3,3,0,3,0,2,1,3
Hanna Haipus,Kok.,Oulu,ylempi korkeakoulututkinto,1979,suomi,female,2,2,2,3,1,1,3,3,3,0,0,2,1,0,1,2,1,2,3,0,1,2,1,3,1
Elisa Hallapuro,Vihr.,Oulu,ylioppilas,2001,suomi,female,3,1,2,1,1,2,0,1,1,2,0,2,1,3,0,0,2,2,3,0,3,0,2,2,3
Taru Hallikainen,Vihr.,Oulu,ylempi korkeakoulututkinto,1977,suomi,female,3,1,2,3,1,3,1,1,0,1,1,1,1,2,1,1,2,3,3,0,3,0,3,2,3
Janika Harju,Kesk.,Oulu,ylempi korkeakoulututkinto,1986,suomi,female,2,1,2,2,0,1,2,1,2,1,2,1,1,2,1,1,1,2,1,3,3,1,2,1,2
Elina Heikkala,Vihr.,Oulu,ylempi korkeakoulututkinto,1991,suomi,female,3,2,2,1,0,3,0,1,1,2,0,2,1,3,1,1,3,3,3,0,2,0,2,1,3
Miina-Anniina Heiskanen,SDP,Oulu,ylempi korkeakoulututkinto,1986,suomi,female,3,1,2,0,1,2,1,1,1,2,2,1,1,3,0,3,3,3,3,0,2,1,2,1,3
Sonja Heiskanen,SDP,Oulu,ammattitutkinto,1991,suomi,female,2,1,2,1,0,2,2,0,2,3,2,1,1,3,0,0,3,3,3,0,3,0,3,0,3
Suvi Helanen,Kesk.,Oulu,alempi korkeakoulututkinto,1965,suomi,female,2,1,1,2,2,1,2,2,1,3,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1
Veronica Helanen,RKP,Oulu,ylioppilas,2000,ruotsi,female,3,1,3,2,2,2,0,3,3,3,1,0,0,3,1,1,3,3,3,0,3,0,2,2,3
Pia Hiltunen,SDP,Oulu,ylempi korkeakoulututkinto,1991,suomi,female,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2
Paula Himanen,Vihr.,Oulu,ylempi korkeakoulututkinto,1955,suomi,female,3,1,2,2,2,2,1,2,1,2,1,1,1,3,0,1,3,2,3,1,2,1,1,1,2
Saija Himanka,SDP,Oulu,alempi korkeakoulututkinto,1969,suomi,female,3,0,3,3,0,0,2,0,0,3,2,3,0,3,0,0,3,2,3,0,2,0,3,0,3
Virva Hirvi-nevala,SDP,Oulu,alempi korkeakoulututkinto,1961,suomi,female,2,1,3,3,2,1,2,1,2,3,1,2,1,2,0,1,2,3,2,0,2,0,2,1,2
Anne Huotari,Vas.,Oulu,ylempi korkeakoulututkinto,1959,suomi,female,2,1,2,1,1,2,1,1,1,2,1,0,2,3,1,1,2,3,2,0,3,1,2,1,3
Johanna Huotari,PS,Oulu,joku muu,1976,suomi,female,3,0,2,2,2,0,2,1,0,3,1,2,2,3,0,2,1,2,2,0,2,1,1,0,2
Merja Hurskainen,KD,Oulu,ylempi korkeakoulututkinto,1976,suomi,female,2,1,1,3,2,0,3,2,2,2,2,1,1,0,1,2,0,3,1,0,2,1,0,2,1
Sofia Husso,Kok.,Oulu,ylempi korkeakoulututkinto,1988,suomi,female,1,3,2,0,0,3,1,3,2,0,0,1,2,3,1,1,1,1,2,0,2,0,1,2,3
Jetta Huttunen,Vihr.,Oulu,ylempi korkeakoulututkinto,1967,suomi,female,2,1,1,1,1,2,1,1,1,2,0,1,1,3,3,0,2,2,2,0,2,1,2,0,3
Miia Immonen,Vihr.,Oulu,ylempi korkeakoulututkinto,1984,suomi,female,3,2,2,1,1,2,1,2,1,2,1,1,2,3,1,1,3,2,2,0,2,1,2,1,3
Marianne Isola,Vihr.,Oulu,ylempi korkeakoulututkinto,1977,suomi,female,2,2,2,1,1,3,0,1,2,2,1,2,3,3,1,1,2,2,2,0,3,1,2,1,3
Mimmi Jakola,Vas.,Oulu,peruskoulu,2006,suomi,female,3,1,1,2,0,3,1,1,1,2,0,1,2,3,0,1,3,2,2,0,3,0,2,1,3
Mirja Jokela,PS,Oulu,alempi korkeakoulututkinto,1975,suomi,female,3,2,1,2,0,0,3,2,2,3,1,2,0,2,0,1,0,1,0,3,0,3,0,2,1
Jessi Jokelainen,Vas.,Oulu,ylempi korkeakoulututkinto,1996,suomi,female,3,2,3,2,1,3,0,0,0,1,0,0,2,3,0,0,3,3,3,0,3,0,3,1,3
Marja-leena Jumisko,Vihr.,Oulu,ylempi korkeakoulututkinto,1970,suomi,female,3,0,3,1,2,3,1,1,1,3,0,0,0,3,0,0,3,3,3,0,3,0,2,0,3
Juulia Junttila,Kok.,Oulu,alempi korkeakoulututkinto,1983,suomi,female,3,2,1,2,0,0,1,1,3,3,1,3,1,3,1,1,0,2,1,3,1,1,0,1,0
Sisko Junttila,SDP,Oulu,ammattitutkinto,1969,suomi,female,2,1,2,3,1,1,2,2,1,2,1,0,2,2,2,1,1,1,3,1,3,0,2,1,3
Kati Jurkko,Kok.,Oulu,joku muu,1976,suomi,female,1,2,1,2,1,0,3,3,3,1,1,1,1,1,1,2,0,2,1,1,1,2,2,1,1
Vaili Jämsä-uusitalo,Vas.,Oulu,ammattitutkinto,1958,suomi,female,3,1,1,3,2,1,0,1,0,3,3,0,2,3,0,0,3,3,3,0,2,0,2,1,3
Mirja Kaartinen,Kesk.,Oulu,ylempi korkeakoulututkinto,1983,suomi,female,3,2,1,1,1,2,1,2,1,1,1,0,2,3,0,0,1,2,2,0,3,1,2,0,3
Mervi Kailo,Vas.,Oulu,ylempi korkeakoulututkinto,1951,suomi,female,2,1,2,2,2,2,1,1,1,2,1,0,0,3,0,0,2,3,2,0,2,1,2,0,2
Jemina Kakko,Kok.,Oulu,alempi korkeakoulututkinto,1994,suomi,female,3,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,1,2,1,3,1,1,3,3
Mariam Kandelberg,Vihr.,Oulu,ylempi korkeakoulututkinto,1994,suomi,female,3,2,3,1,1,3,0,1,1,1,0,1,0,3,1,0,3,3,3,0,3,0,1,1,3
Kaisu Kanniainen,SDP,Oulu,alempi korkeakoulututkinto,1984,suomi,female,3,1,1,3,0,2,0,1,0,2,0,3,2,2,1,2,2,2,1,1,2,0,2,2,3
Saija Kannisto-Junka,Kok.,Oulu,alempi korkeakoulututkinto,1976,suomi,female,3,0,3,3,0,3,0,3,1,0,0,3,0,3,0,1,2,3,2,1,3,1,3,0,3
Virpi Karhu,Vas.,Oulu,alempi korkeakoulututkinto,1967,suomi,female,3,1,2,0,0,3,0,0,0,3,1,0,3,3,0,0,3,3,3,0,3,0,3,1,3
Salla Karhunen,SDP,Oulu,alempi korkeakoulututkinto,1995,suomi,female,3,1,3,3,0,2,1,1,2,2,1,1,1,3,1,0,2,1,2,1,3,0,2,0,3
Teija Karisaari-kittilä,Vas.,Oulu,alempi korkeakoulututkinto,1986,suomi,female,3,1,0,2,1,1,0,1,0,3,2,0,1,2,1,1,1,3,3,0,2,0,2,1,3
Johanna Karjula,Kesk.,Oulu,ylempi korkeakoulututkinto,1983,suomi,female,1,1,1,3,2,0,3,2,3,1,3,1,1,1,1,2,1,3,3,1,3,0,1,1,0
Maria Kekkonen,Vas.,Oulu,alempi korkeakoulututkinto,1990,suomi,female,3,1,2,2,0,3,0,0,0,2,0,0,2,3,0,0,3,3,3,0,2,0,2,0,3
Anna-Kaisa Kekolahti,Vihr.,Oulu,alempi korkeakoulututkinto,1980,suomi,female,0,2,1,1,1,1,2,0,2,1,0,1,0,3,0,1,1,3,2,1,3,0,2,2,3
Mirka Kelahaara,Vihr.,Oulu,ylempi korkeakoulututkinto,1978,saame,female,3,2,3,1,0,2,2,2,1,0,0,0,1,3,0,0,3,3,3,0,3,0,2,2,3
Marja-leena Kemppainen,KD,Oulu,alempi korkeakoulututkinto,1956,suomi,female,2,2,2,3,2,0,3,2,3,2,2,1,1,1,2,2,1,3,3,0,2,2,1,1,0
Minna Keskitalo,Kesk.,Oulu,ylempi korkeakoulututkinto,1971,suomi,female,3,1,2,2,0,2,3,2,3,2,1,3,0,0,0,2,0,2,2,0,2,0,1,3,3
Elisa Kettunen,VL,Oulu,alempi korkeakoulututkinto,1986,suomi,female,3,1,1,2,1,0,3,3,0,3,1,1,0,0,0,3,0,3,1,2,1,1,0,2,0
Niina Kettunen,SDP,Oulu,alempi korkeakoulututkinto,1989,suomi,female,3,1,1,1,0,1,1,2,2,3,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1
Petra Kiiskinen,Vihr.,Oulu,alempi korkeakoulututkinto,2001,suomi,female,3,0,1,0,0,1,2,1,1,1,0,1,2,2,1,0,3,3,2,0,3,0,3,2,3
Susanna Kisner,Kok.,Oulu,ylempi korkeakoulututkinto,1979,suomi,female,2,2,1,2,1,1,2,2,3,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2
Marika Koivuniemi,Vihr.,Oulu,joku muu,1987,suomi,female,2,1,2,1,0,2,1,1,2,2,1,1,2,3,0,1,2,2,3,0,2,1,2,0,3
Mira Kontio,PS,Oulu,alempi korkeakoulututkinto,1984,suomi,female,3,2,0,2,2,0,3,3,2,1,3,0,2,0,0,3,0,3,0,3,0,2,1,1,1
Minna Korolainen,SDP,Oulu,ylempi korkeakoulututkinto,1961,suomi,female,3,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,3,2,2,1,3,0,3,0,2
Anna Koskela,Kesk.,Oulu,alempi korkeakoulututkinto,1970,suomi,female,3,0,0,3,0,0,3,3,3,3,0,2,0,2,0,0,0,2,0,3,0,2,0,3,0
Sari H Koski,Vihr.,Oulu,ylempi korkeakoulututkinto,1965,suomi,female,2,1,1,3,2,0,3,1,1,2,2,2,1,3,2,0,2,2,2,0,2,0,2,0,2
Katja Koskinen,Kok.,Oulu,ylempi korkeakoulututkinto,1973,ruotsi,female,2,2,2,1,0,1,2,2,3,2,2,1,1,1,1,1,1,2,2,1,2,0,2,2,3
Saija Kotila,Vihr.,Oulu,ammattitutkinto,1974,suomi,female,2,2,2,1,0,3,1,1,2,1,0,1,1,3,0,0,3,2,2,0,2,0,2,1,3
Outi Kuismin,Vihr.,Oulu,ylempi korkeakoulututkinto,1970,suomi,female,3,2,3,0,0,3,1,0,0,3,0,0,2,3,0,0,2,3,3,0,3,0,3,0,3
Mono Kuoppala,Kok.,Oulu,joku muu,1965,suomi,female,2,3,2,1,1,2,2,3,3,2,1,1,2,2,2,2,1,2,2,0,2,0,2,1,3
Mari Kuoppamaa,Vihr.,Oulu,ylempi korkeakoulututkinto,1975,suomi,female,2,2,2,0,1,2,0,1,1,3,0,2,1,3,0,0,3,3,3,0,2,0,2,2,3
Meri Kurtelius-kuure,Kok.,Oulu,ylioppilas,1980,suomi,female,3,2,2,2,1,1,2,3,3,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2
Riitta Kymäläinen,SDP,Oulu,ylioppilas,1965,suomi,female,2,2,0,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2
